factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei_2,距離適性2,code,3,853,80.59,4.23,75.8,False
pace_yoso,ペース予想,code,3,5346,74.08,0.45,73.57,False
kyusha_hyoka_code,厩舎評価,code,3,5310,78.78,5.02,73.09,False
kyori_kubun,距離区分,code,3,5346,73.88,1.03,72.71,False
bataiju_zogen,馬体重増減,numeric,12,4930,76.78,7.24,72.68,False
kishu_minarai_code,騎手見習,code,3,5226,81.32,8.67,71.51,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,5310,73.7,4.29,70.73,False
rotation_bin,ローテーションビン,code,7,5279,74.04,5.22,70.18,False
manken_shirushi,万券印,code,8,3544,75.6,7.9,70.12,False
omo_tekisei_code,重適性,code,3,5317,77.5,6.88,69.71,False
ichi_shisu_juni,位置指数順位,numeric,15,5202,72.46,7.37,68.73,False
bataiju,馬体重,numeric,26,3505,73.3,12.61,68.45,False
ls_shisu_juni,LS指数順位,numeric,8,5314,73.66,7.8,68.26,False
ten_shisu_juni,テン指数順位,numeric,15,5174,72.57,8.55,68.24,False
hizume_code,蹄コード,code,11,5142,73.44,9.22,67.99,False
pace_shisu_juni,ペース指数順位,numeric,15,5217,72.34,9.03,67.77,False
uma_deokure_bin,馬出遅率ビン,code,5,5336,72.14,5.84,67.01,False
kyakushitsu,脚質,code,4,5345,73.18,6.82,66.5,False
class_code,クラスコード,code,5,5162,74.88,10.45,65.72,False
agari_shisu_juni,上がり指数順位,numeric,14,5152,71.0,10.99,65.24,False
manken_shisu_decile,万券指数10分位,code,9,5191,70.48,8.32,65.05,False
tenkai_kigo_code,展開記号,code,5,5346,72.86,9.78,64.3,False
gekiso_juni,激走順位,numeric,13,5087,69.39,10.64,63.6,False
shiba_tekisei_code,芝適性,code,3,5234,72.67,9.41,62.02,False
idm_decile,IDM指数10分位,code,5,5160,71.11,11.81,60.76,False
joho_shisu_decile,情報指数10分位,code,6,5346,71.23,13.59,60.36,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,5217,65.65,13.57,58.28,False
kyusha_shisu_decile,厩舎指数10分位,code,10,5346,66.91,14.91,57.67,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,5268,65.04,13.42,56.27,False
chokyo_shisu_decile,調教指数10分位,code,10,5346,63.55,15.34,54.04,False
sogo_shisu_decile,総合指数10分位,code,7,5324,66.75,18.52,53.03,False
kishu_shisu_decile,騎手指数10分位,code,9,5255,63.99,17.44,52.59,False
ninki_shisu_decile,人気指数10分位,code,9,5312,62.07,15.92,51.67,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,5263,62.15,18.23,50.24,False
kyori_tekisei,距離適性,code,4,5236,66.32,16.48,50.17,False
umakigo_code,馬記号,code,3,5337,62.12,19.36,40.21,False
