segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+uma_deokure_ritsu+uma_start_shisu+kyakushitsu,pace_yoso,uma_deokure_ritsu,uma_start_shisu,kyakushitsu,5,782,82.98,4.18,79.32,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyori_kubun+uma_deokure_ritsu+kyakushitsu,pace_yoso,kyori_kubun,uma_deokure_ritsu,kyakushitsu,7,998,83.83,6.48,79.02,False
KEIBAJO_SURFACE_05_芝_新馬,kyori_kubun+uma_deokure_ritsu+hizume_code+class_code,kyori_kubun,uma_deokure_ritsu,hizume_code,class_code,3,426,79.0,1.28,77.55,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyori_kubun+uma_start_shisu+kyakushitsu,pace_yoso,kyori_kubun,uma_start_shisu,kyakushitsu,4,588,82.38,6.22,76.28,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyori_kubun+omo_tekisei_code+uma_deokure_ritsu,pace_yoso,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,9,1395,81.9,10.21,75.23,False
KEIBAJO_SURFACE_05_芝_新馬,kyori_kubun+omo_tekisei_code+uma_deokure_ritsu+kyakushitsu,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,kyakushitsu,8,1237,79.25,6.18,74.97,False
KEIBAJO_SURFACE_05_芝_新馬,uma_deokure_ritsu+uma_start_shisu+hizume_code+class_code,uma_deokure_ritsu,uma_start_shisu,hizume_code,class_code,3,442,77.98,2.66,74.97,False
KEIBAJO_SURFACE_05_芝_新馬,omo_tekisei_code+uma_deokure_ritsu+uma_start_shisu+kyakushitsu,omo_tekisei_code,uma_deokure_ritsu,uma_start_shisu,kyakushitsu,4,802,80.4,6.48,74.05,False
KEIBAJO_SURFACE_05_芝_新馬,kyusha_hyoka_code+kyori_kubun+ichi_shisu_juni+kyakushitsu,kyusha_hyoka_code,kyori_kubun,ichi_shisu_juni,kyakushitsu,5,585,80.25,8.47,72.83,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+omo_tekisei_code+uma_deokure_ritsu+uma_start_shisu,pace_yoso,omo_tekisei_code,uma_deokure_ritsu,uma_start_shisu,6,983,78.33,6.98,72.75,False
KEIBAJO_SURFACE_05_芝_新馬,kyusha_hyoka_code+kyori_kubun+uma_deokure_ritsu+kyakushitsu,kyusha_hyoka_code,kyori_kubun,uma_deokure_ritsu,kyakushitsu,6,1435,77.31,6.3,72.28,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyori_kubun+uma_deokure_ritsu+uma_start_shisu,pace_yoso,kyori_kubun,uma_deokure_ritsu,uma_start_shisu,5,861,78.83,7.49,72.27,False
KEIBAJO_SURFACE_05_芝_新馬,kyori_kubun+omo_tekisei_code+uma_deokure_ritsu+uma_start_shisu,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,uma_start_shisu,4,876,80.45,8.38,72.24,False
KEIBAJO_SURFACE_05_芝_新馬,kyusha_hyoka_code+ichi_shisu_juni+uma_start_shisu+class_code,kyusha_hyoka_code,ichi_shisu_juni,uma_start_shisu,class_code,4,513,82.61,10.83,71.99,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyusha_hyoka_code+kyori_kubun+pace_shisu_juni,pace_yoso,kyusha_hyoka_code,kyori_kubun,pace_shisu_juni,7,764,77.64,7.71,71.93,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+omo_tekisei_code+uma_deokure_ritsu+kyakushitsu,pace_yoso,omo_tekisei_code,uma_deokure_ritsu,kyakushitsu,6,932,79.99,10.5,71.59,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyori_kubun+uma_deokure_ritsu+class_code,pace_yoso,kyori_kubun,uma_deokure_ritsu,class_code,6,1194,76.54,6.4,71.42,False
KEIBAJO_SURFACE_05_芝_新馬,kyusha_hyoka_code+kyori_kubun+omo_tekisei_code+uma_deokure_ritsu,kyusha_hyoka_code,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,5,1542,75.69,5.0,71.31,False
KEIBAJO_SURFACE_05_芝_新馬,pace_yoso+kyusha_hyoka_code+kyori_kubun+uma_deokure_ritsu,pace_yoso,kyusha_hyoka_code,kyori_kubun,uma_deokure_ritsu,7,1642,75.29,5.4,71.29,False
KEIBAJO_SURFACE_05_芝_新馬,kyori_kubun+uma_deokure_ritsu+uma_start_shisu+kyakushitsu,kyori_kubun,uma_deokure_ritsu,uma_start_shisu,kyakushitsu,4,769,81.16,10.22,71.14,False
KEIBAJO_SURFACE_05_芝_新馬,kyusha_hyoka_code+kyori_kubun+uma_start_shisu+kyakushitsu,kyusha_hyoka_code,kyori_kubun,uma_start_shisu,kyakushitsu,5,1076,76.74,6.42,71.12,False
KEIBAJO_SURFACE_05_芝_新馬,kyori_kubun+omo_tekisei_code+uma_deokure_ritsu+class_code,kyori_kubun,omo_tekisei_code,uma_deokure_ritsu,class_code,4,1113,77.04,6.06,71.1,False
