factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_kubun,距離区分,code,3,10096,73.95,0.51,73.37,False
pace_yoso,ペース予想,code,3,10096,73.45,1.1,72.2,False
manken_shirushi,万券印,code,8,6215,75.61,4.93,72.19,False
joken_class_code,条件クラス,code,5,10096,72.71,1.35,71.53,False
omo_tekisei_code,重適性,code,3,9810,74.24,2.64,71.25,False
rotation_bin,ローテーションビン,code,8,9876,74.3,5.17,70.72,False
bataiju,馬体重,numeric,42,8660,73.68,10.66,70.45,False
uma_deokure_bin,馬出遅率ビン,code,5,9870,73.49,4.21,69.8,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,9822,72.54,4.09,69.71,False
gekiso_juni,激走順位,numeric,16,10096,72.86,6.55,69.65,False
kyori_tekisei,距離適性,code,4,9967,72.45,3.37,69.15,False
da_tekisei_code,ダ適性,code,3,9042,74.88,5.21,68.99,False
joho_shisu_decile,情報指数10分位,code,6,10096,73.4,6.05,68.56,False
ichi_shisu_juni,位置指数順位,numeric,16,10096,71.83,6.77,68.51,False
agari_shisu_juni,上がり指数順位,numeric,16,10096,71.49,7.96,67.59,False
ten_shisu_juni,テン指数順位,numeric,16,10096,71.09,7.66,67.34,False
umakigo_code,馬記号,code,3,10088,73.1,5.23,67.19,False
kyusha_shisu_decile,厩舎指数10分位,code,10,10096,72.11,8.0,67.15,False
manken_shisu_decile,万券指数10分位,code,10,10055,71.14,6.8,66.92,False
hizume_code,蹄コード,code,10,9368,78.1,18.13,66.87,False
tenkai_kigo_code,展開記号,code,5,10096,73.59,8.07,66.51,False
kyusha_hyoka_code,厩舎評価,code,3,10028,73.8,6.46,66.49,False
bataiju_zogen,馬体重増減,numeric,15,9315,70.71,8.6,66.36,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,10001,72.41,12.16,66.26,False
class_code,クラスコード,code,9,9536,72.76,10.34,66.01,False
pace_shisu_juni,ペース指数順位,numeric,16,10096,70.34,9.3,65.78,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,10096,70.72,8.52,65.44,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,22,4767,70.05,11.08,65.42,False
kishu_minarai_code,騎手見習,code,6,10096,74.68,11.59,65.4,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,10096,70.93,9.32,65.16,False
kishu_shisu_decile,騎手指数10分位,code,10,10096,70.71,9.41,64.88,False
idm_decile,IDM指数10分位,code,10,10096,70.83,10.03,64.61,False
ls_shisu_juni,LS指数順位,numeric,8,9995,71.94,10.62,64.58,False
kyakushitsu,脚質,code,5,10096,70.47,7.62,63.79,False
sogo_shisu_decile,総合指数10分位,code,10,10096,69.66,12.83,61.7,False
chokyo_shisu_decile,調教指数10分位,code,10,10066,68.3,11.17,61.38,False
joshodo_code,上昇度,code,3,10064,65.99,7.35,57.67,False
ninki_shisu_decile,人気指数10分位,code,10,10096,65.42,18.1,54.2,False
kyuyo_riyu_bunrui_code,休養理由,code,3,2471,60.02,10.01,48.69,False
