segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+ten_shisu_juni+class_code,uma_start_shisu_decile,ten_shisu_juni,class_code,5,532,91.98,10.68,82.62,True
KEIBAJO_SURFACE_10_ダ,rotation_bin+kyori_tekisei+bataiju_zogen,rotation_bin,kyori_tekisei,bataiju_zogen,5,569,86.74,6.89,80.7,True
KEIBAJO_SURFACE_10_ダ,kyori_kubun+manken_shisu_decile+bataiju_zogen,kyori_kubun,manken_shisu_decile,bataiju_zogen,10,1198,85.41,8.04,80.43,True
KEIBAJO_SURFACE_10_ダ,joken_class_code+uma_start_shisu_decile+agari_shisu_juni,joken_class_code,uma_start_shisu_decile,agari_shisu_juni,9,1017,86.64,11.86,78.89,False
KEIBAJO_SURFACE_10_ダ,kyori_tekisei+ichi_shisu_juni+hizume_code,kyori_tekisei,ichi_shisu_juni,hizume_code,4,429,79.86,1.12,78.76,False
KEIBAJO_SURFACE_10_ダ,da_tekisei_code+manken_shisu_decile+kijun_ninkijun_tansho,da_tekisei_code,manken_shisu_decile,kijun_ninkijun_tansho,7,879,84.52,9.38,77.58,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+kyori_tekisei+ichi_shisu_juni,uma_start_shisu_decile,kyori_tekisei,ichi_shisu_juni,7,915,83.65,8.2,77.57,False
KEIBAJO_SURFACE_10_ダ,hizume_code+bataiju_zogen+class_code,hizume_code,bataiju_zogen,class_code,6,677,79.43,2.33,77.57,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+bataiju_zogen+class_code,uma_start_shisu_decile,bataiju_zogen,class_code,9,1091,84.72,11.24,77.38,False
KEIBAJO_SURFACE_10_ダ,agari_shisu_juni+tenkai_kigo_code+bataiju_zogen,agari_shisu_juni,tenkai_kigo_code,bataiju_zogen,8,920,83.82,9.39,77.31,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+manken_shisu_decile+hizume_code,uma_start_shisu_decile,manken_shisu_decile,hizume_code,7,945,81.46,5.62,77.3,False
KEIBAJO_SURFACE_10_ダ,pace_yoso+manken_shisu_decile+kijun_ninkijun_tansho,pace_yoso,manken_shisu_decile,kijun_ninkijun_tansho,9,1087,82.9,8.59,77.28,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+manken_shisu_decile+class_code,uma_start_shisu_decile,manken_shisu_decile,class_code,11,1487,81.9,8.03,77.16,False
KEIBAJO_SURFACE_10_ダ,kyori_kubun+gekiso_juni+kyusha_shisu_decile,kyori_kubun,gekiso_juni,kyusha_shisu_decile,3,390,83.62,5.77,77.09,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+uma_start_shisu_decile+da_tekisei_code,manken_shirushi,uma_start_shisu_decile,da_tekisei_code,8,1305,81.79,6.9,77.01,False
KEIBAJO_SURFACE_10_ダ,umakigo_code+bataiju_zogen+kijun_ninkijun_tansho,umakigo_code,bataiju_zogen,kijun_ninkijun_tansho,10,1128,82.09,8.31,76.93,False
KEIBAJO_SURFACE_10_ダ,uma_deokure_bin+kyori_tekisei+agari_shisu_juni,uma_deokure_bin,kyori_tekisei,agari_shisu_juni,10,1198,82.47,9.26,76.74,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+hizume_code+bataiju_zogen,uma_start_shisu_decile,hizume_code,bataiju_zogen,5,635,84.35,9.05,76.41,False
KEIBAJO_SURFACE_10_ダ,pace_yoso+manken_shisu_decile+bataiju_zogen,pace_yoso,manken_shisu_decile,bataiju_zogen,14,1697,80.45,7.75,76.39,False
KEIBAJO_SURFACE_10_ダ,kyori_tekisei+hizume_code+bataiju_zogen,kyori_tekisei,hizume_code,bataiju_zogen,8,1003,82.69,9.18,76.33,False
KEIBAJO_SURFACE_10_ダ,ichi_shisu_juni+kyusha_shisu_decile+kyusha_hyoka_code,ichi_shisu_juni,kyusha_shisu_decile,kyusha_hyoka_code,6,682,80.59,5.42,76.25,False
KEIBAJO_SURFACE_10_ダ,da_tekisei_code+agari_shisu_juni+kyusha_shisu_decile,da_tekisei_code,agari_shisu_juni,kyusha_shisu_decile,4,510,81.9,6.01,76.0,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+kyori_tekisei+da_tekisei_code,uma_start_shisu_decile,kyori_tekisei,da_tekisei_code,25,6577,79.16,8.38,75.87,False
KEIBAJO_SURFACE_10_ダ,agari_shisu_juni+umakigo_code+bataiju_zogen,agari_shisu_juni,umakigo_code,bataiju_zogen,7,757,84.76,12.0,75.86,False
KEIBAJO_SURFACE_10_ダ,da_tekisei_code+hizume_code+bataiju_zogen,da_tekisei_code,hizume_code,bataiju_zogen,18,2452,80.42,10.1,75.75,False
KEIBAJO_SURFACE_10_ダ,joken_class_code+uma_start_shisu_decile+ten_shisu_juni,joken_class_code,uma_start_shisu_decile,ten_shisu_juni,14,1664,81.36,10.72,75.74,False
KEIBAJO_SURFACE_10_ダ,ichi_shisu_juni+umakigo_code+bataiju_zogen,ichi_shisu_juni,umakigo_code,bataiju_zogen,5,561,82.53,7.79,75.7,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+kyori_tekisei+class_code,manken_shirushi,kyori_tekisei,class_code,9,961,81.26,8.5,75.7,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+joken_class_code+manken_shisu_decile,manken_shirushi,joken_class_code,manken_shisu_decile,17,2216,79.01,7.05,75.66,False
KEIBAJO_SURFACE_10_ダ,pace_yoso+agari_shisu_juni+kyusha_shisu_decile,pace_yoso,agari_shisu_juni,kyusha_shisu_decile,4,470,82.83,7.33,75.64,False
KEIBAJO_SURFACE_10_ダ,kyori_kubun+manken_shirushi+hizume_code,kyori_kubun,manken_shirushi,hizume_code,16,2137,80.23,9.79,75.43,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+agari_shisu_juni+kyusha_hyoka_code,manken_shirushi,agari_shisu_juni,kyusha_hyoka_code,3,336,79.27,3.54,75.27,False
KEIBAJO_SURFACE_10_ダ,kyori_kubun+manken_shirushi+class_code,kyori_kubun,manken_shirushi,class_code,16,2490,78.3,6.62,75.05,False
KEIBAJO_SURFACE_10_ダ,kyori_tekisei+ten_shisu_juni+class_code,kyori_tekisei,ten_shisu_juni,class_code,6,626,86.27,14.06,75.02,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+joken_class_code+kyori_tekisei,manken_shirushi,joken_class_code,kyori_tekisei,21,2407,79.2,9.92,74.96,False
KEIBAJO_SURFACE_10_ダ,agari_shisu_juni+manken_shisu_decile+tenkai_kigo_code,agari_shisu_juni,manken_shisu_decile,tenkai_kigo_code,15,2033,78.87,7.73,74.95,False
KEIBAJO_SURFACE_10_ダ,kyori_kubun+ichi_shisu_juni+kyusha_shisu_decile,kyori_kubun,ichi_shisu_juni,kyusha_shisu_decile,3,364,82.67,6.91,74.85,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+uma_start_shisu_decile+kyori_tekisei,manken_shirushi,uma_start_shisu_decile,kyori_tekisei,6,641,82.23,9.49,74.64,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+uma_start_shisu_decile+umakigo_code,manken_shirushi,uma_start_shisu_decile,umakigo_code,10,2123,79.2,7.42,74.6,False
KEIBAJO_SURFACE_10_ダ,uma_start_shisu_decile+da_tekisei_code+bataiju_zogen,uma_start_shisu_decile,da_tekisei_code,bataiju_zogen,16,2434,80.2,11.49,74.57,False
KEIBAJO_SURFACE_10_ダ,kyori_kubun+uma_start_shisu_decile+manken_shisu_decile,kyori_kubun,uma_start_shisu_decile,manken_shisu_decile,21,3850,78.71,9.83,74.5,False
KEIBAJO_SURFACE_10_ダ,kyori_kubun+rotation_bin+gekiso_juni,kyori_kubun,rotation_bin,gekiso_juni,10,1310,81.13,10.95,74.35,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+da_tekisei_code+hizume_code,manken_shirushi,da_tekisei_code,hizume_code,13,1646,81.07,12.47,74.29,False
KEIBAJO_SURFACE_10_ダ,gekiso_juni+da_tekisei_code+hizume_code,gekiso_juni,da_tekisei_code,hizume_code,12,1617,82.07,13.82,74.25,False
KEIBAJO_SURFACE_10_ダ,agari_shisu_juni+umakigo_code+manken_shisu_decile,agari_shisu_juni,umakigo_code,manken_shisu_decile,14,1748,78.96,9.0,74.25,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+omo_tekisei_code+class_code,manken_shirushi,omo_tekisei_code,class_code,15,1687,79.65,10.73,74.22,False
KEIBAJO_SURFACE_10_ダ,rotation_bin+da_tekisei_code+agari_shisu_juni,rotation_bin,da_tekisei_code,agari_shisu_juni,10,1065,80.21,9.68,74.21,False
KEIBAJO_SURFACE_10_ダ,manken_shirushi+kyori_tekisei+da_tekisei_code,manken_shirushi,kyori_tekisei,da_tekisei_code,21,3567,78.78,10.71,74.2,False
KEIBAJO_SURFACE_10_ダ,agari_shisu_juni+umakigo_code+kijun_ninkijun_tansho,agari_shisu_juni,umakigo_code,kijun_ninkijun_tansho,6,712,81.49,9.15,74.17,False
