factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,2205,73.76,1.52,72.04,False
joken_class_code,条件クラス,code,5,2205,73.24,2.0,71.48,False
kyori_tekisei,距離適性,code,3,2140,73.28,2.41,70.55,False
agari_shisu_juni,上がり指数順位,numeric,12,1850,74.8,8.28,70.11,False
rotation,ローテーション,numeric,8,1503,76.69,9.77,69.92,False
ls_shisu_juni,LS指数順位,numeric,8,2139,75.18,8.22,69.48,False
kyakushitsu,脚質,code,5,2205,73.27,4.52,69.3,False
class_code,クラスコード,code,6,1596,74.79,7.15,69.07,False
shiba_tekisei_code,芝適性,code,3,1965,75.45,6.84,67.7,False
ichi_shisu_juni,位置指数順位,numeric,12,1838,73.4,10.26,67.6,False
joshodo_code,上昇度,code,3,2181,71.12,3.49,67.18,False
ten_shisu_juni,テン指数順位,numeric,13,1932,72.97,12.09,66.4,False
gekiso_juni,激走順位,numeric,12,1852,73.41,12.8,66.16,False
tenkai_kigo_code,展開記号,code,5,2205,74.53,10.1,65.68,False
hizume_code,蹄コード,code,6,1720,74.6,12.38,64.69,False
pace_shisu_juni,ペース指数順位,numeric,12,1854,72.38,18.12,62.13,False
omo_tekisei_code,重適性,code,3,2010,70.18,8.4,60.67,False
manken_shirushi,万券印,code,8,1295,70.95,15.61,60.13,False
uma_start_shisu,馬スタート指数,numeric,5,1267,69.82,12.71,58.67,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,1869,70.21,20.25,58.24,False
kishu_shisu,騎手指数,numeric,6,1102,59.59,7.24,53.8,False
