segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_北海道O字_ダ,pace_yoso+ichi_shisu_juni+pace_shisu_juni+joshodo_code,pace_yoso,ichi_shisu_juni,pace_shisu_juni,joshodo_code,3,429,90.44,1.56,88.67,True
COURSE_27_北海道O字_ダ,manken_shirushi+manken_shisu_decile+uma_deokure_bin+kishu_minarai_code,manken_shirushi,manken_shisu_decile,uma_deokure_bin,kishu_minarai_code,4,555,92.46,6.79,85.81,True
COURSE_27_北海道O字_ダ,manken_shirushi+omo_tekisei_code+kyakushitsu+joshodo_code,manken_shirushi,omo_tekisei_code,kyakushitsu,joshodo_code,3,319,88.37,3.49,84.43,True
COURSE_27_北海道O字_ダ,manken_shisu_decile+gekiso_juni+da_tekisei_code+kishu_minarai_code,manken_shisu_decile,gekiso_juni,da_tekisei_code,kishu_minarai_code,5,658,89.44,6.33,83.89,True
COURSE_27_北海道O字_ダ,omo_tekisei_code+hizume_code+bataiju_zogen+joshodo_code,omo_tekisei_code,hizume_code,bataiju_zogen,joshodo_code,9,1016,87.06,6.16,83.03,True
COURSE_27_北海道O字_ダ,manken_shisu_decile+gekiso_juni+da_tekisei_code+joshodo_code,manken_shisu_decile,gekiso_juni,da_tekisei_code,joshodo_code,5,692,87.81,5.59,82.91,True
COURSE_27_北海道O字_ダ,pace_yoso+manken_shirushi+uma_deokure_bin+da_tekisei_code,pace_yoso,manken_shirushi,uma_deokure_bin,da_tekisei_code,6,748,89.3,8.29,82.67,True
COURSE_27_北海道O字_ダ,manken_shirushi+bataiju_zogen+joshodo_code+kishu_minarai_code,manken_shirushi,bataiju_zogen,joshodo_code,kishu_minarai_code,3,314,84.58,1.79,82.55,True
COURSE_27_北海道O字_ダ,uma_start_shisu_decile+ten_shisu_juni+da_tekisei_code+kishu_minarai_code,uma_start_shisu_decile,ten_shisu_juni,da_tekisei_code,kishu_minarai_code,4,435,85.74,3.95,81.88,True
COURSE_27_北海道O字_ダ,manken_shirushi+hizume_code+da_tekisei_code+joshodo_code,manken_shirushi,hizume_code,da_tekisei_code,joshodo_code,3,312,83.94,2.0,81.68,True
COURSE_27_北海道O字_ダ,joken_class_code+ten_shisu_juni+hizume_code+joshodo_code,joken_class_code,ten_shisu_juni,hizume_code,joshodo_code,3,306,89.02,7.84,80.15,True
COURSE_27_北海道O字_ダ,gekiso_juni+bataiju_zogen+joshodo_code+kishu_minarai_code,gekiso_juni,bataiju_zogen,joshodo_code,kishu_minarai_code,3,329,90.69,9.6,79.82,False
COURSE_27_北海道O字_ダ,joken_class_code+hizume_code+bataiju_zogen+kishu_minarai_code,joken_class_code,hizume_code,bataiju_zogen,kishu_minarai_code,3,363,92.42,11.56,79.33,False
COURSE_27_北海道O字_ダ,omo_tekisei_code+uma_start_shisu_decile+hizume_code+da_tekisei_code,omo_tekisei_code,uma_start_shisu_decile,hizume_code,da_tekisei_code,4,553,84.43,5.31,79.23,False
COURSE_27_北海道O字_ダ,pace_yoso+uma_start_shisu_decile+gekiso_juni+da_tekisei_code,pace_yoso,uma_start_shisu_decile,gekiso_juni,da_tekisei_code,3,337,82.77,3.36,78.96,False
COURSE_27_北海道O字_ダ,manken_shirushi+kyakushitsu+da_tekisei_code+kishu_minarai_code,manken_shirushi,kyakushitsu,da_tekisei_code,kishu_minarai_code,12,1451,84.59,9.99,78.94,False
COURSE_27_北海道O字_ダ,omo_tekisei_code+bataiju_zogen+da_tekisei_code+kishu_minarai_code,omo_tekisei_code,bataiju_zogen,da_tekisei_code,kishu_minarai_code,22,3343,82.42,8.68,78.79,False
COURSE_27_北海道O字_ダ,pace_yoso+uma_deokure_bin+bataiju_zogen+da_tekisei_code,pace_yoso,uma_deokure_bin,bataiju_zogen,da_tekisei_code,14,1804,84.72,11.38,78.76,False
COURSE_27_北海道O字_ダ,pace_yoso+kyakushitsu+pace_shisu_juni+da_tekisei_code,pace_yoso,kyakushitsu,pace_shisu_juni,da_tekisei_code,10,1156,84.12,9.09,78.49,False
COURSE_27_北海道O字_ダ,uma_start_shisu_decile+ten_shisu_juni+kyakushitsu+joshodo_code,uma_start_shisu_decile,ten_shisu_juni,kyakushitsu,joshodo_code,4,501,82.43,4.18,78.34,False
COURSE_27_北海道O字_ダ,pace_yoso+uma_start_shisu_decile+bataiju_zogen+da_tekisei_code,pace_yoso,uma_start_shisu_decile,bataiju_zogen,da_tekisei_code,3,354,86.4,7.21,78.23,False
COURSE_27_北海道O字_ダ,omo_tekisei_code+bataiju_zogen+class_code+kishu_minarai_code,omo_tekisei_code,bataiju_zogen,class_code,kishu_minarai_code,8,1079,83.0,6.99,78.16,False
COURSE_27_北海道O字_ダ,manken_shirushi+kyakushitsu+manken_shisu_decile+joshodo_code,manken_shirushi,kyakushitsu,manken_shisu_decile,joshodo_code,5,708,86.37,9.52,78.03,False
COURSE_27_北海道O字_ダ,pace_yoso+omo_tekisei_code+uma_deokure_bin+bataiju_zogen,pace_yoso,omo_tekisei_code,uma_deokure_bin,bataiju_zogen,7,821,84.16,8.29,78.01,False
COURSE_27_北海道O字_ダ,pace_yoso+joken_class_code+uma_deokure_bin+bataiju_zogen,pace_yoso,joken_class_code,uma_deokure_bin,bataiju_zogen,12,1540,82.44,8.02,77.9,False
COURSE_27_北海道O字_ダ,manken_shirushi+gekiso_juni+joshodo_code+kishu_minarai_code,manken_shirushi,gekiso_juni,joshodo_code,kishu_minarai_code,6,905,84.38,8.24,77.79,False
COURSE_27_北海道O字_ダ,pace_yoso+joken_class_code+omo_tekisei_code+bataiju_zogen,pace_yoso,joken_class_code,omo_tekisei_code,bataiju_zogen,21,2578,79.95,5.42,77.64,False
COURSE_27_北海道O字_ダ,joken_class_code+manken_shirushi+da_tekisei_code+kishu_minarai_code,joken_class_code,manken_shirushi,da_tekisei_code,kishu_minarai_code,18,2702,82.28,10.15,77.59,False
