segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_北海道O字_ダ,pace_yoso+ichi_shisu_juni+pace_shisu_juni,pace_yoso,ichi_shisu_juni,pace_shisu_juni,3,439,90.49,1.97,88.25,True
COURSE_27_北海道O字_ダ,manken_shirushi+umakigo_code+agari_shisu_juni,manken_shirushi,umakigo_code,agari_shisu_juni,5,646,91.7,8.13,84.57,True
COURSE_27_北海道O字_ダ,manken_shirushi+joshodo_code+agari_shisu_juni,manken_shirushi,joshodo_code,agari_shisu_juni,5,664,91.21,9.04,83.28,True
COURSE_27_北海道O字_ダ,manken_shirushi+omo_tekisei_code+kyakushitsu,manken_shirushi,omo_tekisei_code,kyakushitsu,4,424,86.54,4.76,81.88,True
COURSE_27_北海道O字_ダ,manken_shirushi+hizume_code+da_tekisei_code,manken_shirushi,hizume_code,da_tekisei_code,3,316,84.75,2.95,81.41,True
COURSE_27_北海道O字_ダ,joken_class_code+ten_shisu_juni+hizume_code,joken_class_code,ten_shisu_juni,hizume_code,3,309,88.27,7.44,79.85,False
COURSE_27_北海道O字_ダ,pace_shisu_juni+gekiso_juni+joshodo_code,pace_shisu_juni,gekiso_juni,joshodo_code,3,332,88.11,8.91,78.03,False
COURSE_27_北海道O字_ダ,ten_shisu_juni+pace_shisu_juni+umakigo_code,ten_shisu_juni,pace_shisu_juni,umakigo_code,8,1146,85.98,11.62,77.92,False
COURSE_27_北海道O字_ダ,ichi_shisu_juni+pace_shisu_juni+umakigo_code,ichi_shisu_juni,pace_shisu_juni,umakigo_code,10,1367,85.45,13.52,77.07,False
COURSE_27_北海道O字_ダ,uma_start_shisu+da_tekisei_code+agari_shisu_juni,uma_start_shisu,da_tekisei_code,agari_shisu_juni,5,539,85.86,10.08,77.02,False
COURSE_27_北海道O字_ダ,joken_class_code+hizume_code+agari_shisu_juni,joken_class_code,hizume_code,agari_shisu_juni,3,309,87.1,9.12,76.78,False
COURSE_27_北海道O字_ダ,joken_class_code+ichi_shisu_juni+hizume_code,joken_class_code,ichi_shisu_juni,hizume_code,3,323,93.15,14.48,76.77,False
COURSE_27_北海道O字_ダ,joken_class_code+manken_shirushi+da_tekisei_code,joken_class_code,manken_shirushi,da_tekisei_code,21,3744,80.93,10.21,76.56,False
COURSE_27_北海道O字_ダ,uma_start_shisu+ten_shisu_juni+kyakushitsu,uma_start_shisu,ten_shisu_juni,kyakushitsu,5,613,88.19,13.48,76.37,False
COURSE_27_北海道O字_ダ,joken_class_code+manken_shirushi+omo_tekisei_code,joken_class_code,manken_shirushi,omo_tekisei_code,21,3032,80.21,9.34,76.22,False
COURSE_27_北海道O字_ダ,manken_shirushi+kyakushitsu+da_tekisei_code,manken_shirushi,kyakushitsu,da_tekisei_code,18,2328,81.77,12.6,75.95,False
COURSE_27_北海道O字_ダ,omo_tekisei_code+rotation+da_tekisei_code,omo_tekisei_code,rotation,da_tekisei_code,21,4699,80.77,11.68,75.78,False
COURSE_27_北海道O字_ダ,omo_tekisei_code+kyakushitsu+pace_shisu_juni,omo_tekisei_code,kyakushitsu,pace_shisu_juni,8,878,81.83,8.89,75.67,False
