segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_09_芝_中距離,pace_yoso+hizume_code+uma_start_shisu+kyakushitsu,pace_yoso,hizume_code,uma_start_shisu,kyakushitsu,4,472,78.41,5.08,73.43,False
COURSE_27_09_芝_中距離,uma_start_shisu+uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,ichi_shisu_juni,3,351,81.34,7.43,72.94,False
COURSE_27_09_芝_中距離,joken_class_code+hizume_code+omo_tekisei_code+kyakushitsu,joken_class_code,hizume_code,omo_tekisei_code,kyakushitsu,6,989,78.29,7.59,72.22,False
COURSE_27_09_芝_中距離,hizume_code+omo_tekisei_code+uma_start_shisu+kyakushitsu,hizume_code,omo_tekisei_code,uma_start_shisu,kyakushitsu,4,648,74.85,2.71,72.19,False
COURSE_27_09_芝_中距離,uma_start_shisu+uma_deokure_ritsu+kyakushitsu+class_code,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,class_code,4,764,76.49,4.53,72.05,False
COURSE_27_09_芝_中距離,pace_yoso+hizume_code+omo_tekisei_code+uma_deokure_ritsu,pace_yoso,hizume_code,omo_tekisei_code,uma_deokure_ritsu,5,832,75.29,3.79,71.97,False
COURSE_27_09_芝_中距離,joken_class_code+omo_tekisei_code+uma_start_shisu+kyakushitsu,joken_class_code,omo_tekisei_code,uma_start_shisu,kyakushitsu,8,1233,77.85,8.58,71.91,False
COURSE_27_09_芝_中距離,uma_start_shisu+kyakushitsu+class_code+tenkai_kigo_code,uma_start_shisu,kyakushitsu,class_code,tenkai_kigo_code,4,632,80.13,8.99,71.32,False
COURSE_27_09_芝_中距離,pace_yoso+omo_tekisei_code+uma_start_shisu+class_code,pace_yoso,omo_tekisei_code,uma_start_shisu,class_code,7,1007,74.89,5.13,71.1,False
COURSE_27_09_芝_中距離,omo_tekisei_code+uma_start_shisu+uma_deokure_ritsu+kyakushitsu,omo_tekisei_code,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,5,1337,76.06,5.82,70.96,False
COURSE_27_09_芝_中距離,joken_class_code+hizume_code+omo_tekisei_code+uma_start_shisu,joken_class_code,hizume_code,omo_tekisei_code,uma_start_shisu,3,671,77.31,5.68,70.89,False
COURSE_27_09_芝_中距離,hizume_code+omo_tekisei_code+kyakushitsu+class_code,hizume_code,omo_tekisei_code,kyakushitsu,class_code,4,571,74.35,3.61,70.81,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+uma_start_shisu+uma_deokure_ritsu,pace_yoso,joken_class_code,uma_start_shisu,uma_deokure_ritsu,6,1371,76.47,7.4,70.55,False
COURSE_27_09_芝_中距離,pace_yoso+omo_tekisei_code+uma_start_shisu+kyakushitsu,pace_yoso,omo_tekisei_code,uma_start_shisu,kyakushitsu,8,1528,77.2,10.09,70.21,False
COURSE_27_09_芝_中距離,hizume_code+omo_tekisei_code+uma_deokure_ritsu+kyakushitsu,hizume_code,omo_tekisei_code,uma_deokure_ritsu,kyakushitsu,4,669,76.5,6.66,69.97,False
COURSE_27_09_芝_中距離,pace_yoso+omo_tekisei_code+uma_start_shisu+uma_deokure_ritsu,pace_yoso,omo_tekisei_code,uma_start_shisu,uma_deokure_ritsu,6,1575,74.42,5.74,69.82,False
COURSE_27_09_芝_中距離,joken_class_code+uma_start_shisu+uma_deokure_ritsu+kyakushitsu,joken_class_code,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,6,1250,76.13,7.99,69.73,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+omo_tekisei_code+uma_start_shisu,pace_yoso,joken_class_code,omo_tekisei_code,uma_start_shisu,11,1789,72.71,5.09,69.7,False
COURSE_27_09_芝_中距離,pace_yoso+rotation+uma_start_shisu+tenkai_kigo_code,pace_yoso,rotation,uma_start_shisu,tenkai_kigo_code,3,400,78.29,7.76,69.51,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+rotation+omo_tekisei_code,pace_yoso,joken_class_code,rotation,omo_tekisei_code,3,432,71.52,1.87,69.39,False
COURSE_27_09_芝_中距離,uma_start_shisu+uma_deokure_ritsu+ichi_shisu_juni+tenkai_kigo_code,uma_start_shisu,uma_deokure_ritsu,ichi_shisu_juni,tenkai_kigo_code,4,418,76.03,6.92,69.25,False
COURSE_27_09_芝_中距離,hizume_code+uma_start_shisu+uma_deokure_ritsu+kyakushitsu,hizume_code,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,4,713,74.22,5.11,69.21,False
COURSE_27_09_芝_中距離,pace_yoso+omo_tekisei_code+uma_deokure_ritsu+kyakushitsu,pace_yoso,omo_tekisei_code,uma_deokure_ritsu,kyakushitsu,9,1485,76.19,10.72,69.18,False
COURSE_27_09_芝_中距離,pace_yoso+uma_start_shisu+kyakushitsu+tenkai_kigo_code,pace_yoso,uma_start_shisu,kyakushitsu,tenkai_kigo_code,9,1596,76.98,11.96,69.17,False
COURSE_27_09_芝_中距離,omo_tekisei_code+uma_start_shisu+kyakushitsu+tenkai_kigo_code,omo_tekisei_code,uma_start_shisu,kyakushitsu,tenkai_kigo_code,7,1526,74.38,7.38,68.91,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+omo_tekisei_code+class_code,pace_yoso,joken_class_code,omo_tekisei_code,class_code,15,3669,72.3,6.71,68.9,False
COURSE_27_09_芝_中距離,pace_yoso+uma_start_shisu+uma_deokure_ritsu+kyakushitsu,pace_yoso,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,6,1323,75.99,8.91,68.86,False
COURSE_27_09_芝_中距離,pace_yoso+uma_start_shisu+uma_deokure_ritsu+tenkai_kigo_code,pace_yoso,uma_start_shisu,uma_deokure_ritsu,tenkai_kigo_code,5,1167,76.6,8.87,68.82,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+omo_tekisei_code+tenkai_kigo_code,pace_yoso,joken_class_code,omo_tekisei_code,tenkai_kigo_code,15,2790,73.3,8.91,68.8,False
COURSE_27_09_芝_中距離,hizume_code+omo_tekisei_code+uma_start_shisu+uma_deokure_ritsu,hizume_code,omo_tekisei_code,uma_start_shisu,uma_deokure_ritsu,4,905,71.54,2.99,68.61,False
COURSE_27_09_芝_中距離,joken_class_code+rotation+class_code+tenkai_kigo_code,joken_class_code,rotation,class_code,tenkai_kigo_code,6,989,72.97,5.48,68.58,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+rotation+class_code,pace_yoso,joken_class_code,rotation,class_code,6,933,72.78,5.4,68.46,False
COURSE_27_09_芝_中距離,joken_class_code+omo_tekisei_code+uma_start_shisu+class_code,joken_class_code,omo_tekisei_code,uma_start_shisu,class_code,10,1974,73.55,8.24,68.45,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+uma_start_shisu+tenkai_kigo_code,pace_yoso,joken_class_code,uma_start_shisu,tenkai_kigo_code,9,1413,75.46,10.77,68.42,False
COURSE_27_09_芝_中距離,uma_start_shisu+uma_deokure_ritsu+kyakushitsu+tenkai_kigo_code,uma_start_shisu,uma_deokure_ritsu,kyakushitsu,tenkai_kigo_code,5,1259,76.12,8.79,68.42,False
COURSE_27_09_芝_中距離,joken_class_code+uma_start_shisu+kyakushitsu+tenkai_kigo_code,joken_class_code,uma_start_shisu,kyakushitsu,tenkai_kigo_code,6,1033,74.08,7.07,68.42,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+kyakushitsu+tenkai_kigo_code,pace_yoso,joken_class_code,kyakushitsu,tenkai_kigo_code,22,3737,73.78,13.01,68.35,False
COURSE_27_09_芝_中距離,pace_yoso+joken_class_code+kyakushitsu+class_code,pace_yoso,joken_class_code,kyakushitsu,class_code,19,3270,72.53,9.84,68.11,False
COURSE_27_09_芝_中距離,joken_class_code+hizume_code+kyakushitsu+class_code,joken_class_code,hizume_code,kyakushitsu,class_code,5,872,73.3,5.99,68.05,False
COURSE_27_09_芝_中距離,joken_class_code+hizume_code+omo_tekisei_code+uma_deokure_ritsu,joken_class_code,hizume_code,omo_tekisei_code,uma_deokure_ritsu,7,1166,73.41,7.31,67.99,False
COURSE_27_09_芝_中距離,joken_class_code+uma_start_shisu+uma_deokure_ritsu+tenkai_kigo_code,joken_class_code,uma_start_shisu,uma_deokure_ritsu,tenkai_kigo_code,3,912,77.19,8.15,67.97,False
COURSE_27_09_芝_中距離,hizume_code+uma_start_shisu+uma_deokure_ritsu+class_code,hizume_code,uma_start_shisu,uma_deokure_ritsu,class_code,3,523,78.18,9.05,67.94,False
COURSE_27_09_芝_中距離,pace_yoso+hizume_code+uma_start_shisu+uma_deokure_ritsu,pace_yoso,hizume_code,uma_start_shisu,uma_deokure_ritsu,5,872,74.22,7.19,67.91,False
COURSE_27_09_芝_中距離,joken_class_code+omo_tekisei_code+uma_start_shisu+uma_deokure_ritsu,joken_class_code,omo_tekisei_code,uma_start_shisu,uma_deokure_ritsu,4,1269,74.88,7.17,67.86,False
COURSE_27_09_芝_中距離,pace_yoso+omo_tekisei_code+uma_deokure_ritsu+class_code,pace_yoso,omo_tekisei_code,uma_deokure_ritsu,class_code,4,776,72.25,4.59,67.76,False
COURSE_27_09_芝_中距離,joken_class_code+hizume_code+uma_start_shisu+uma_deokure_ritsu,joken_class_code,hizume_code,uma_start_shisu,uma_deokure_ritsu,3,701,78.33,9.46,67.62,False
COURSE_27_09_芝_中距離,joken_class_code+hizume_code+uma_start_shisu+class_code,joken_class_code,hizume_code,uma_start_shisu,class_code,3,641,77.18,8.52,67.54,False
COURSE_27_09_芝_中距離,joken_class_code+uma_start_shisu+kyakushitsu+class_code,joken_class_code,uma_start_shisu,kyakushitsu,class_code,9,1567,73.59,9.3,67.51,False
COURSE_27_09_芝_中距離,hizume_code+omo_tekisei_code+kyakushitsu+tenkai_kigo_code,hizume_code,omo_tekisei_code,kyakushitsu,tenkai_kigo_code,11,1585,72.54,8.83,67.32,False
COURSE_27_09_芝_中距離,hizume_code+uma_start_shisu+kyakushitsu+tenkai_kigo_code,hizume_code,uma_start_shisu,kyakushitsu,tenkai_kigo_code,4,653,73.32,6.16,67.29,False
COURSE_27_09_芝_中距離,pace_yoso+rotation+omo_tekisei_code+uma_start_shisu,pace_yoso,rotation,omo_tekisei_code,uma_start_shisu,3,361,72.6,4.76,67.22,False
COURSE_27_09_芝_中距離,pace_yoso+hizume_code+omo_tekisei_code+kyakushitsu,pace_yoso,hizume_code,omo_tekisei_code,kyakushitsu,8,1098,73.36,8.91,67.19,False
COURSE_27_09_芝_中距離,omo_tekisei_code+uma_start_shisu+kyakushitsu+class_code,omo_tekisei_code,uma_start_shisu,kyakushitsu,class_code,5,682,75.58,9.89,66.91,False
