factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
nyukyu_nannichimae,入厩何日前,numeric,17,3108,77.51,8.5,73.47,False
manken_shirushi,万券印,code,8,5076,75.05,2.65,73.21,False
pace_yoso,ペース予想,code,3,7587,74.2,0.98,73.09,False
joken_class_code,条件クラス,code,5,7587,73.88,1.68,72.4,False
rotation,ローテーション,numeric,13,5561,75.93,6.65,72.31,False
hizume_code,蹄コード,code,8,5924,76.14,5.56,72.29,False
omo_tekisei_code,重適性,code,3,6367,75.55,3.34,71.77,False
manken_shisu,万券指数,numeric,34,5870,74.84,9.46,71.66,False
uma_start_shisu,馬スタート指数,numeric,13,5917,75.82,10.25,70.24,False
ten_shisu_juni,テン指数順位,numeric,15,7412,74.02,7.67,70.15,False
uma_deokure_ritsu,馬出遅率,numeric,13,4860,76.16,11.09,70.13,False
kyakushitsu,脚質,code,5,7587,73.73,4.25,70.0,False
class_code,クラスコード,code,10,5917,73.64,6.84,69.4,False
pace_shisu_juni,ペース指数順位,numeric,15,7456,72.69,6.52,69.39,False
ichi_shisu_juni,位置指数順位,numeric,15,7464,72.52,6.22,69.38,False
idm,IDM指数,numeric,26,3217,73.12,11.36,68.75,False
ichi_shisu,位置指数,numeric,9,2359,72.07,6.86,67.59,False
tenkai_kigo_code,展開記号,code,5,7587,74.35,7.88,67.44,False
joho_shisu,情報指数,numeric,36,6801,71.05,13.98,66.48,False
kishu_shisu,騎手指数,numeric,24,6924,73.65,17.96,66.46,False
shiba_tekisei_code,芝適性,code,3,6307,72.78,6.06,65.92,False
umakigo_code,馬記号,code,3,7582,71.94,5.34,65.9,False
ls_shisu_juni,LS指数順位,numeric,8,7522,72.16,9.46,65.61,False
gekiso_juni,激走順位,numeric,15,7479,70.07,9.57,65.23,False
agari_shisu_juni,上がり指数順位,numeric,15,7464,69.53,11.32,63.81,False
joshodo_code,上昇度,code,3,7445,70.23,6.13,63.3,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,13,7431,70.14,14.91,62.04,False
kyori_tekisei,距離適性,code,4,7492,68.83,8.89,60.12,False
kakutoku_shokin_ruikei,獲得賞金累計,numeric,6,2359,67.78,10.28,59.56,False
ten_shisu,テン指数,numeric,5,1062,72.19,19.58,55.03,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,13,2381,63.01,14.7,55.02,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,13,1954,61.9,13.73,54.44,False
pace_shisu,ペース指数,numeric,4,1124,70.32,17.12,53.55,False
agari_shisu,上がり指数,numeric,4,1089,68.77,20.46,48.72,False
kyusha_hyoka_code,厩舎評価,code,3,7563,65.94,24.46,38.27,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,5,666,63.18,33.27,34.02,False
