segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
KEIBAJO_SURFACE_09_ダ,manken_shirushi+uma_start_shisu,manken_shirushi,uma_start_shisu,40,10842,80.24,8.17,77.71,False
KEIBAJO_SURFACE_09_ダ,ichi_shisu+da_tekisei_code,ichi_shisu,da_tekisei_code,74,10128,79.09,10.64,76.67,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+uma_deokure_ritsu,manken_shirushi,uma_deokure_ritsu,23,7752,80.97,10.9,76.52,False
KEIBAJO_SURFACE_09_ダ,manken_shisu+kijun_ninkijun_tansho,manken_shisu,kijun_ninkijun_tansho,12,1254,81.69,11.51,75.18,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+rotation,manken_shirushi,rotation,37,10609,77.74,8.5,75.0,False
KEIBAJO_SURFACE_09_ダ,uma_start_shisu+agari_shisu_juni,uma_start_shisu,agari_shisu_juni,66,16442,77.67,11.1,74.99,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+ichi_shisu_juni,manken_shirushi,ichi_shisu_juni,87,15156,77.05,9.77,74.99,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+manken_shisu,manken_shirushi,manken_shisu,84,10574,77.67,12.93,74.9,False
KEIBAJO_SURFACE_09_ダ,uma_start_shisu+pace_shisu_juni,uma_start_shisu,pace_shisu_juni,63,15824,77.29,9.97,74.82,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+pace_shisu_juni,manken_shirushi,pace_shisu_juni,91,15619,76.73,12.64,74.13,False
KEIBAJO_SURFACE_09_ダ,kyori_kubun+manken_shirushi,kyori_kubun,manken_shirushi,24,17813,76.63,6.82,73.91,False
KEIBAJO_SURFACE_09_ダ,omo_tekisei_code+manken_shirushi,omo_tekisei_code,manken_shirushi,24,16481,76.54,6.55,73.91,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+ten_shisu_juni,manken_shirushi,ten_shisu_juni,89,15243,76.25,11.57,73.85,False
KEIBAJO_SURFACE_09_ダ,uma_start_shisu+tenkai_kigo_code,uma_start_shisu,tenkai_kigo_code,46,22687,76.74,10.01,73.84,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+class_code,manken_shirushi,class_code,46,14204,76.2,8.2,73.82,False
KEIBAJO_SURFACE_09_ダ,nyukyu_nannichimae+gekiso_juni,nyukyu_nannichimae,gekiso_juni,4,459,82.39,8.76,73.8,False
KEIBAJO_SURFACE_09_ダ,uma_start_shisu+nyukyu_nannichimae,uma_start_shisu,nyukyu_nannichimae,16,3182,77.65,8.14,73.66,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+ls_shisu_juni,manken_shirushi,ls_shisu_juni,58,17028,76.47,10.98,73.64,False
KEIBAJO_SURFACE_09_ダ,pace_yoso+manken_shirushi,pace_yoso,manken_shirushi,24,17826,76.77,7.98,73.57,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code,manken_shirushi,joken_class_code,37,17545,75.59,6.42,73.52,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+kyori_tekisei,manken_shirushi,kyori_tekisei,32,17670,76.15,7.77,73.46,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+kyakushitsu,manken_shirushi,kyakushitsu,40,17825,75.85,8.03,73.36,False
